skills,institution,degree_names,graduation_year,field_of_study,experience_company_names,experience_start_dates,experience_end_dates,experience_related_skills,experience_positions,experience_responsibilities,languages,langauge_proficiency_levels
"['Python', 'MySQL', 'Natural Language Processing', 'Machine Learning', 'Neural Networks', 'Flask', 'Docker', 'GIT', 'BERT', 'LSTM', 'RNN', 'Deep Learning', 'AWS', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'Glove', 'Lucene', 'Linux', 'Devops', 'Spacy', 'GPU', 'Data Science']","skn, coimbatore",b.tech,2019,telecommunication,"['brainstrom', 'ibb tech pvt ltd']","['Dec 2019', 'Jan 2019']","['till date', 'Nov 2019']","[['BERT', 'GPT2', 'GPU', 'Docker', 'Flask Framework'], ['Dashboards', 'Real-time monitoring', 'Sensor Data']]","['Machine Learning Engineer', 'Junior Machine Learning Intern']","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,
"['Business Analyst', 'Data Analysis', 'Machine Learning', 'Python', 'C++', 'DotNet', 'Java', 'PyTorch']","institute of technology, banaras hindu university",b.tech (civil),2019,civil,['citi'],['March 2019'],['June 2020'],"[['Data Analysis', 'Machine Learning']]",['Financial Business Analyst Intern'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",,
"['Python', 'Machine Learning', 'MySQL', 'Data Mining', 'Deep Learning', 'Data Analysis', 'Computer Vision', 'Flask API', 'Predictive Modeling', 'AWS', 'Scikit-Learn', 'Numpy', 'Statistical Analysis', 'Multivariate Analysis', 'Decision Trees', 'Random Forest', 'Xgboost', 'NLP']",nagpur university,b.tech/b.e.,2019,electronics/telecommunication,['amz loans and mortgages erc analytics'],['Jun 2019'],['till date'],"[['Data Analysis', 'Employee Satisfaction', 'HR Collaboration']]",['Associate Analyst'],"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",,
"['Data Analytics', 'Linear Regression', 'Logistic Regression', 'Business Intelligence', 'Business Analysis', 'GraphQL', 'Python']",raja kashwant singh general college,b.a,2020,economics,"['d&d consultancy', 'tanisha quromba brokerage']","['Jul 2020', 'Dec 2019']","['till date', 'May 2020']","[None, None]","['Associate Consultant', 'Junior Analyst Intern']","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",,
"['Machine Learning', 'Data Analytics', 'Project Management', 'Software Development', 'Agile Methodology', 'Business Growth']",bhubaneshwar institute of technology,b.tech,2018,electrical engineering,"['cognizant', 'cognizant']","['Apr 2020', 'Dec 2018']","['Ongoing', 'Mar 2019']","[['Data Collection', 'Solution Optimization', 'Project Management'], ['Software Development', 'Analysis', 'Middleware']]","['Consultant', 'Software Developer Analyst']","Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation",,
"['Machine Learning', 'Cloud Architecture', 'Conversational AI', 'Natural Language Processing', 'Transformers', 'HuggingFace', 'RNN', 'LSTM', 'GRU']","sju college, karnataka",b.tech,2020,ece,['tech mahindra'],['Feb 2020'],['Ongoing'],"[['Conversational AI', 'NLP']]",['Associate System Engineer Intern'],"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,
"['Software Development', 'Application Programming', 'System Analysis', 'Technical Architecture', 'Requirement Gathering', 'Client Management', 'Server Management', 'Data Science', 'Machine Learning', 'Python', 'AWS', 'MySQL', 'NoSQL', 'NLP']",university of pune,bachelor of engineering,2019,computer engineering,['empowered technologies'],['Dec 2019'],['Present'],"[['Software Development', 'Application Programming']]",['SDE'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,
"['Python', 'MySQL', 'Natural Language Processing', 'Machine Learning', 'Neural Networks', 'Flask', 'Docker', 'GIT', 'BERT', 'LSTM', 'RNN', 'Deep Learning', 'AWS', 'Tensorflow', 'Keras', 'PyTorch', 'Numpy', 'Pandas', 'Glove', 'Lucene', 'Linux', 'Devops', 'Spacy', 'GPU', 'Data Science']","skn, coimbatore",b.tech,2019,telecommunication,"['brainstrom', 'ibb tech pvt ltd']","['Dec 2019', 'Jan 2019']","['till date', 'Nov 2019']","[['BERT', 'GPT2', 'GPU', 'Docker', 'Flask Framework'], ['Dashboards', 'Real-time monitoring', 'Sensor Data']]","['Machine Learning Engineer', 'Junior Machine Learning Intern']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,
"['Predictive Modelling', 'Statistical Solutions', 'Data Mining', 'Artificial Intelligence', 'Forecasting', 'Data Analyst', 'Related Skills']",godavari institute of engineering and technology,b.tech (mechanical),2018,mechanical,['lt solutions'],['Jan 2019'],['Oct 2020'],"[['Machine Learning', 'Data Analysis']]",['Machine Learning and Data Analysis Associate'],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,
"['Machine Learning', 'Software Engineering', 'Python', 'Java', 'SAP', 'C programming']",jntu,b.tech,2019,computer science,['accenture'],['Apr 2019'],['Dec 2020'],[['Software Engineering']],['Software Developer'],"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",,
"['Python', 'MySQL', 'Tensorflow', 'Keras', 'Machine Learning', 'Deep Learning']","cit, calicut",b.tech,2019,metallurgy,['jp chand and co'],['May 2020'],['Oct 2020'],"[['Python', 'Machine Learning']]",['Intern'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",,
"['SAAS', 'Data Analyst', 'SQL', 'SPSS', 'Statistical Analysis', 'Microsoft Azure', 'Power Bi', 'MySQL', 'Excel', 'Data Visualization', 'Data Interpretation', 'Data Extraction', 'Cloud Computing', 'Business Intelligence']",pune university,b.tech,2019,electrical,['dtsl software services'],['Jul 2019'],['Ongoing'],"[['Business Intelligence', 'Data Analysis', 'Report Synthesis', 'Solution Documentation']]",['Associate Data Engineer'],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking",,
"['Python', 'SQL', 'MySQL', 'Tableau', 'Power Bi', 'Pandas', 'Numpy', 'Matplotlib', 'Excel', 'Machine Learning', 'AWS(EMR,EC2,S3)', 'Cloud', 'Hive(HQL)', 'Excel']",vit-ap university,b. tech,2020,ece,['experts hub'],['May 2019'],['N/A'],[['Object Recognition']],['Intern'],"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",,
"['Data Science', 'Customer analytics', 'Data Visualization', 'Natural language Processing', 'SQL', 'Python', 'R', 'Tableau', 'Alteryx', 'Process Improvement']",maulana malviya college for informatics,b.tech,2020,ece,['orchidia tours and travels'],['Apr 2020'],['Oct 2020'],"[['Natural language Processing', 'Customer analytics']]",['Data Managerial Intern'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",,
"['Business Analytics', 'Data Analysis', 'Machine Learning', 'SQL', 'Firebase', 'AWS', 'GCP', 'Cloud Infrastructure', 'Python', 'Text Mining', 'Database Management and Processing', 'Time Series Analysis', 'Research Analysis']",lucknow university,b.sc,2019,statistics,['e express'],['Aug 2020'],['Till Date'],[['big data analytics']],['Associate Data Scientist'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",,
"['Data Scientist', 'Data Analyst', 'Software Development', 'Machine Learning', 'Natural Language Processing', 'Business Solutions', 'Process Flow', 'Logistic Regression', 'MySQL', 'MongoDB', 'Python', 'PowerBI', 'Hadoop']","rajiv gandhi proudyogiki vishwavidyalaya (rgpv), bhopal",b.e. (data engineering),2019,data engineering,['united health group'],['Jun 2019'],['Till Date'],"[['Machine Learning', 'Data Science']]",['Data Scientist'],"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",,
"['Data Analyst', 'Data Analytics', 'Data Analysis', 'Time Series Analysis', 'Business Analytics', 'Predictive Modeling', 'Regression Analysis', 'Image Processing', 'Data Visualization', 'Linear Regression', 'Statistical Analysis', 'Requirement Analysis', 'SQL', 'Tableau', 'Python']",sikkim manipal university,bsc,2019,information technology,['sanrachna sgt university'],['Jun 2019'],['Jun 2020'],"[['Data Analysis', 'EDA', 'modelling', 'RShiny', 'text classifier']]",['Deputy Data Analyst'],"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",,
"['Data Science', 'Logistic Regression', 'Clustering', 'Data Structures', 'Software Engineer', 'Data Analytics', 'Machine Learning', 'Visual Studio', 'Statistical Analysis', 'Linux', 'Unix', 'Python', 'Software Developer']",university of mangalore,bsc (it),2019,information technology,['systemica consultants'],['Apr 2019'],['Till date'],"[['Dashboards', 'Analytical Front-ends', 'Machine Learning', 'Statistical Modeling', 'Data Management']]",['SDE'],"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,
"['Visual Studio Code', 'Git', 'Xilinx Vivado', 'MATLAB', 'AutoCAD', 'VHDL', 'Wireshark', 'Arduino IDE', 'VMware', 'JUnit']",carnegie mellon university,bachelor of science,2012,electrical and computer engineering,"['siemens healthineers', 'ppg industries', 'upmc']","['2018', '2015', '2012']","['current', '2018', '2015']","[['Visual Studio Code', 'Git', 'Xilinx Vivado', 'MATLAB'], ['Wireshark', 'Arduino IDE', 'VMware'], ['JUnit', 'AutoCAD', 'VHDL', 'VMware']]","['Computer Engineer', 'Systems Analyst', 'IT Support Specialist']","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",,
"['Data Analytics', 'Artificial Intelligence', 'Data Visualization', 'Machine Learning', 'Python', 'Data Wrangling', 'Featurization', 'Heuristics', 'Data Structures']","punjabi university, patiala",b.tech,2019,electronics and communication,['jp informatics'],['Feb 2020'],['Oct 2020'],"[['Database Management', 'Recommender System', 'Data Cleaning']]",['Intern'],"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,
"['Data Scientist', 'Data Analyst', 'Software Development', 'Machine Learning', 'Natural Language Processing', 'Business Solutions', 'Process Flow', 'Logistic Regression', 'MySQL', 'MongoDB', 'Python', 'PowerBI', 'Hadoop']","rajiv gandhi proudyogiki vishwavidyalaya (rgpv), bhopal",b.e. (data engineering),2019,data engineering,['united health group'],['Jun 2019'],['Till Date'],"[['Machine Learning', 'Data Science']]",['Data Scientist'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",,
"['Data Analysis', 'Data Analytics', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Data Exploration', 'Sequential Analysis']",goverment college of engineering and ceramic technology,b.tech,2020,computers,['wtpl'],['Jun 2020'],['till date'],"[['Machine Learning', 'Data Collection']]",['Associate Project Engineer'],"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification",,
"['Machine Learning Engineer', 'C++', 'Technical Documentation', 'Natural Language Processing', 'SQL', 'Tableau', 'Python', 'AWS', 'Azure', 'SAP', 'OracleDB', 'Heroku']","kle college of engineering, belagavi",b.tech,2018,telecommunication,['voyagenius labs'],['Dec 2018'],['Ongoing'],"[['Machine Learning', 'Geocoding']]",['Software Developer (ML)'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",,
"['Computer System Building and Repair', 'Hardware and Software Installation', 'Diagnostic Software Utilities', 'Remote Access', 'Networking', 'Computer Management', 'CNNs', 'LSTMs', 'PyTorch']",bob jones university,b.s.,2018,computer science,"['collins aerospace', 'aeronix inc.', 'netalytics']","['December 2020', 'November 2019', 'June 2018']","['current', 'December 2020', 'November 2019']","[['System and Network Procurement', 'Installation', 'Administration', 'Security', 'Troubleshooting', 'Machine Learning'], ['Deep Learning', 'Computer Vision', 'Algorithm Design', 'Machine Learning Models', 'Data Quality Evaluation'], ['Problem Analysis', 'Troubleshooting', 'System Tracking', 'Communication', 'Inventory Management']]","['Computer Scientist', 'Machine Learning Scientist', 'Entry-Level Computer Support Specialist']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",,
"['Machine Learning', 'Deep learning', 'Logistic Regression', 'k-means clustering', 'LSTM', 'Emperical Modelling']",inderprastha engineering college ghaziabad,b.tech(computers),2020,computers,['absolutdata research & analytics'],['Jan 2020'],['Till Date'],"[['Machine Learning', 'Empirical Mode Decomposition', 'LSTM']]",['Machine Learning Intern'],"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",,
